iso3,country_name,question_id,outcome,model_id,observed_value,fitted_value,residual,absolute_residual,residual_rank,residual_percentile,overperformer_underperformer,gap_vs_best,gap_vs_group_best,gap_vs_chile,gap_vs_singapore,interpretation
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,simple_adjusted_internal,79.5,72.06160560143805,7.438394398561954,7.438394398561954,29.0,0.3333333333333333,overperformer,20.5,20.5,41.0,1.0,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q1,oxford_ind_vc_availability,simple_adjusted_internal,33.0,35.23951552713899,-2.239515527138991,2.239515527138991,35.0,0.19047619047619047,underperformer,67.0,67.0,24.0,-67.0,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q1,oxford_ind_vc_availability,simple_adjusted_internal,6.0,17.84237704860464,-11.84237704860464,11.84237704860464,23.0,0.47619047619047616,underperformer,94.0,94.0,-3.0,-94.0,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q1,oxford_ind_vc_availability,simple_adjusted_internal,8.0,31.74585128831209,-23.74585128831209,23.74585128831209,9.0,0.8095238095238095,underperformer,92.0,92.0,-1.0,-92.0,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q1,oxford_ind_vc_availability,simple_adjusted_internal,7.0,21.66187482509416,-14.66187482509416,14.66187482509416,18.0,0.5952380952380952,underperformer,93.0,93.0,-2.0,-93.0,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q1,oxford_ind_vc_availability,simple_adjusted_internal,9.0,9.236281324859991,-0.23628132485999132,0.23628132485999132,42.0,0.023809523809523808,underperformer,91.0,91.0,0.0,-91.0,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q1,oxford_ind_vc_availability,simple_adjusted_internal,54.0,40.0315295715333,13.968470428466702,13.968470428466702,19.0,0.5714285714285714,overperformer,46.0,46.0,45.0,-46.0,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q1,oxford_ind_vc_availability,simple_adjusted_internal,5.0,5.771675150025412,-0.7716751500254118,0.7716751500254118,39.0,0.09523809523809523,underperformer,95.0,95.0,-4.0,-95.0,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q1,oxford_ind_vc_availability,simple_adjusted_internal,9.0,18.71099061858066,-9.71099061858066,9.71099061858066,25.0,0.42857142857142855,underperformer,91.0,91.0,0.0,-91.0,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q1,oxford_ind_vc_availability,simple_adjusted_internal,87.0,67.31799100131416,19.682008998685845,19.682008998685845,12.0,0.7380952380952381,overperformer,13.0,13.0,78.0,-13.0,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q1,oxford_ind_vc_availability,simple_adjusted_internal,28.0,40.395085758912984,-12.395085758912984,12.395085758912984,21.0,0.5238095238095238,underperformer,72.0,72.0,19.0,-72.0,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q1,oxford_ind_vc_availability,simple_adjusted_internal,31.0,32.38193733242576,-1.381937332425757,1.381937332425757,37.0,0.14285714285714285,underperformer,69.0,69.0,22.0,-69.0,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q1,oxford_ind_vc_availability,simple_adjusted_internal,37.0,85.77389244323659,-48.77389244323659,48.77389244323659,3.0,0.9523809523809523,underperformer,63.0,63.0,28.0,-63.0,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q1,oxford_ind_vc_availability,simple_adjusted_internal,100.0,27.26425150173833,72.73574849826167,72.73574849826167,1.0,1.0,overperformer,0.0,0.0,91.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q1,oxford_ind_vc_availability,simple_adjusted_internal,4.0,6.618095675126122,-2.6180956751261224,2.6180956751261224,33.0,0.23809523809523808,underperformer,96.0,96.0,-5.0,-96.0,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q1,oxford_ind_vc_availability,simple_adjusted_internal,12.0,-5.632862812434677,17.632862812434677,17.632862812434677,15.0,0.6666666666666666,overperformer,88.0,88.0,3.0,-88.0,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q1,oxford_ind_vc_availability,simple_adjusted_internal,8.0,10.082835273669804,-2.0828352736698044,2.0828352736698044,36.0,0.16666666666666666,underperformer,92.0,92.0,-1.0,-92.0,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q1,oxford_ind_vc_availability,simple_adjusted_internal,5.0,-2.4130601245434926,7.413060124543493,7.413060124543493,27.0,0.38095238095238093,overperformer,95.0,95.0,-4.0,-95.0,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q1,oxford_ind_vc_availability,simple_adjusted_internal,2.0,2.4805276040159496,-0.4805276040159496,0.4805276040159496,41.0,0.047619047619047616,underperformer,98.0,98.0,-7.0,-98.0,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q1,oxford_ind_vc_availability,simple_adjusted_internal,8.0,10.427202003684911,-2.4272020036849113,2.4272020036849113,34.0,0.21428571428571427,underperformer,92.0,92.0,-1.0,-92.0,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q1,oxford_ind_vc_availability,simple_adjusted_internal,4.0,8.255081145719807,-4.255081145719807,4.255081145719807,29.0,0.3333333333333333,underperformer,96.0,96.0,-5.0,-96.0,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q1,oxford_ind_vc_availability,simple_adjusted_internal,4.0,8.014712472016873,-4.014712472016873,4.014712472016873,31.0,0.2857142857142857,underperformer,96.0,96.0,-5.0,-96.0,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q1,oxford_ind_vc_availability,simple_adjusted_internal,9.0,24.7481734338103,-15.748173433810301,15.748173433810301,17.0,0.6190476190476191,underperformer,91.0,91.0,0.0,-91.0,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,30.3887519497273,47.76992612935758,-17.38117417963028,17.38117417963028,16.0,0.625,underperformer,69.6112480502727,69.6112480502727,26.44023706522216,-69.6112480502727,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,100.0,73.82021026485532,26.17978973514468,26.17978973514468,8.0,0.825,overperformer,0.0,0.0,96.05148511549486,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,16.043029029287,31.423765647892676,-15.380736618605678,15.380736618605678,18.0,0.575,underperformer,83.956970970713,83.956970970713,12.094514144781858,-83.956970970713,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,36.4551723326785,37.10136414334017,-0.6461918106616693,0.6461918106616693,39.0,0.05,underperformer,63.5448276673215,63.5448276673215,32.506657448173364,-63.5448276673215,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,49.5878640668173,27.111544611874635,22.47631945494267,22.47631945494267,12.0,0.725,overperformer,50.4121359331827,50.4121359331827,45.639349182312166,-50.4121359331827,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,9.34148397556923,14.573688620519002,-5.232204644949773,5.232204644949773,30.0,0.275,underperformer,90.65851602443077,90.65851602443077,5.392969091064089,-90.65851602443077,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,19.3026608634052,43.8403100758747,-24.537649212469496,24.537649212469496,9.0,0.8,underperformer,80.69733913659479,80.69733913659479,15.35414597890006,-80.69733913659479,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,17.9439125883412,29.32581113269385,-11.381898544352651,11.381898544352651,23.0,0.45,underperformer,82.05608741165881,82.05608741165881,13.995397703836058,-82.05608741165881,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,73.1447326591885,55.59810783964443,17.54662481954408,17.54662481954408,15.0,0.65,overperformer,26.855267340811494,26.855267340811494,69.19621777468336,-26.855267340811494,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,0.679195832220637,28.892277183357695,-28.21308135113706,28.21308135113706,6.0,0.875,underperformer,99.32080416777936,99.32080416777936,-3.2693190522845033,-99.32080416777936,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,25.335210146763,52.60696667904274,-27.271756532279742,27.271756532279742,7.0,0.85,underperformer,74.664789853237,74.664789853237,21.38669526225786,-74.664789853237,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,100.0,50.542012140957546,49.457987859042454,49.457987859042454,3.0,0.95,overperformer,0.0,0.0,96.05148511549486,0.0,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,19.8582521525309,20.82645878425171,-0.9682066317208111,0.9682066317208111,38.0,0.075,underperformer,80.1417478474691,80.1417478474691,15.909737268025758,-80.1417478474691,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,100.0,52.01787383544631,47.98212616455369,47.98212616455369,4.0,0.925,overperformer,0.0,0.0,96.05148511549486,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,53.8346244301293,32.461157356974454,21.37346707315485,21.37346707315485,13.0,0.7,overperformer,46.1653755698707,46.1653755698707,49.886109545624166,-46.1653755698707,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,35.9235637796986,27.267621049670836,8.65594273002776,8.65594273002776,25.0,0.4,overperformer,64.0764362203014,64.0764362203014,31.975048895193456,-64.0764362203014,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,10.4544426973637,30.0669085167363,-19.612465819372602,19.612465819372602,14.0,0.675,underperformer,89.5455573026363,89.5455573026363,6.505927812858559,-89.5455573026363,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,5.1544887120339,35.94429974264822,-30.78981103061432,30.78981103061432,5.0,0.9,underperformer,94.8455112879661,94.8455112879661,1.20597382752876,-94.8455112879661,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,4.78882117748421,6.078096630082042,-1.289275452597832,1.289275452597832,37.0,0.1,underperformer,95.21117882251579,95.21117882251579,0.8403062929790699,-95.21117882251579,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,40.8785305756796,26.31641708856485,14.562113487114747,14.562113487114747,20.0,0.525,overperformer,59.1214694243204,59.1214694243204,36.93001569117446,-59.1214694243204,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,22.4909398637641,28.173670155684615,-5.682730291920514,5.682730291920514,29.0,0.3,underperformer,77.5090601362359,77.5090601362359,18.54242497925896,-77.5090601362359,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,3.33375041549552,16.479182163512956,-13.145431748017437,13.145431748017437,22.0,0.475,underperformer,96.66624958450448,96.66624958450448,-0.6147644690096201,-96.66624958450448,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,1.82702984455493,26.207007869525462,-24.379978024970534,24.379978024970534,10.0,0.775,underperformer,98.17297015544507,98.17297015544507,-2.12148503995021,-98.17297015544507,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,7.13114531079065,21.252656609374654,-14.121511298584004,14.121511298584004,21.0,0.5,underperformer,92.86885468920934,92.86885468920934,3.18263042628551,-92.86885468920934,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,9.50287580940247,12.950074055654426,-3.447198246251956,3.447198246251956,35.0,0.15,underperformer,90.49712419059753,90.49712419059753,5.554360924897329,-90.49712419059753,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,43.9707170242733,28.491409281483364,15.479307742789935,15.479307742789935,17.0,0.6,overperformer,56.0292829757267,56.0292829757267,40.02220213976816,-56.0292829757267,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,3.94851488450514,10.11078351484668,-6.16226863034154,6.16226863034154,26.0,0.375,underperformer,96.05148511549486,96.05148511549486,0.0,-96.05148511549486,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,100.0,76.20923249333734,23.79076750666266,23.79076750666266,11.0,0.75,overperformer,0.0,0.0,96.05148511549486,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,31.0203696294824,35.47843097928235,-4.4580613497999515,4.4580613497999515,32.0,0.225,underperformer,68.9796303705176,68.9796303705176,27.07185474497726,-68.9796303705176,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,23.4179716337861,18.521250759658866,4.896720874127233,4.896720874127233,31.0,0.25,overperformer,76.5820283662139,76.5820283662139,19.46945674928096,-76.5820283662139,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,13.5611776309987,76.16929674922953,-62.60811911823083,62.60811911823083,2.0,0.975,underperformer,86.4388223690013,86.4388223690013,9.612662746493559,-86.4388223690013,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,89.8155460919345,18.347280020835306,71.46826607109918,71.46826607109918,1.0,1.0,overperformer,10.184453908065507,10.184453908065507,85.86703120742935,-10.184453908065507,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,1.46047711722145,5.077147128536273,-3.6166700113148234,3.6166700113148234,34.0,0.175,underperformer,98.53952288277856,98.53952288277856,-2.48803776728369,-98.53952288277856,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,7.73827777506172,-7.294491952930672,15.032769727992392,15.032769727992392,19.0,0.55,overperformer,92.26172222493828,92.26172222493828,3.7897628905565797,-92.26172222493828,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,3.20128857045219,8.89671480167265,-5.695426231220459,5.695426231220459,28.0,0.325,underperformer,96.79871142954781,96.79871142954781,-0.7472263140529503,-96.79871142954781,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,2.07476943223105,-1.6025117533663105,3.6772811855973604,3.6772811855973604,33.0,0.2,overperformer,97.92523056776895,97.92523056776895,-1.8737454522740902,-97.92523056776895,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q1,wipo_c_vencapdeal_score,simple_adjusted_internal,0.635879349436584,2.2475126462079733,-1.6116332967713893,1.6116332967713893,36.0,0.125,underperformer,99.36412065056342,99.36412065056342,-3.312635535068556,-99.36412065056342,Observed minus fitted within in-sample descriptive model; not causal.
